,price,type,address,url,agent_url,postcode,number_bedrooms,search_date,loc,coordinates,lat,lon
10,1250000.0,8 bedroom terraced house for sale,"Queen Street, Edinburgh, Midlothian",http://www.rightmove.co.uk/properties/85397311,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,8.0,2021-01-17 16:42:17.951429,"Edinburgh Technopole, The Bush, Easter Howgate, Midlothian, Scotland, EH26 0BA, United Kingdom","(55.8602049, -3.2065555)",55.8602049,-3.2065555
11,1125000.0,4 bedroom flat for sale,"Ramsay Garden , Old Town, Edinburgh, EH1",http://www.rightmove.co.uk/properties/99115691,http://www.rightmove.co.uk/estate-agents/agent/Belvoir-Sales/Edinburgh-194357.html,EH1,4.0,2021-01-17 16:42:17.951429,"Ramsay Garden, Old Town, City of Edinburgh, Scotland, EH1 2NA, United Kingdom","(55.9493532, -3.1961391)",55.9493532,-3.1961391
12,1095000.0,6 bedroom detached house for sale,"Bells Mills House, Bell's Mills, West End, Edinburgh, EH4",http://www.rightmove.co.uk/properties/86765581,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH4,6.0,2021-01-17 16:42:17.951429,"Bell's Mills House, Bell's Mills, Dean Village, West End, City of Edinburgh, Scotland, EH4 3DW, United Kingdom","(55.950025499999995, -3.2229405460051535)",55.950025499999995,-3.2229405460051535
13,995000.0,3 bedroom apartment for sale,"Great King Street, Edinburgh",http://www.rightmove.co.uk/properties/77047455,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Great King Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH3 6QR, United Kingdom","(55.9578533, -3.1993623)",55.9578533,-3.1993623
14,550000.0,2 bedroom flat for sale,"King's Stables Road, Edinburgh, EH1",http://www.rightmove.co.uk/properties/76508400,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH1,2.0,2021-01-17 16:42:17.951429,"King's Stables Road, Haymarket, West End, City of Edinburgh, Scotland, EH1 2EU, United Kingdom","(55.9488645, -3.2055262)",55.9488645,-3.2055262
15,925000.0,3 bedroom flat for sale,"Drumsheugh Gardens, Edinburgh",http://www.rightmove.co.uk/properties/90023789,http://www.rightmove.co.uk/estate-agents/agent/Strutt-and-Parker/Edinburgh-44318.html,,3.0,2021-01-17 16:42:17.951429,"Drumsheugh Gardens, Dean Village, West End, City of Edinburgh, Scotland, EH3 7UL, United Kingdom","(55.9510546, -3.2137177)",55.9510546,-3.2137177
16,895000.0,4 bedroom apartment for sale,"St. Vincent Place, New Town, Edinburgh, EH3",http://www.rightmove.co.uk/properties/97125737,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,4.0,2021-01-17 16:42:17.951429,"St Vincent Place, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5BQ, United Kingdom","(55.9588038, -3.2026934)",55.9588038,-3.2026934
17,895000.0,2 bedroom apartment for sale,"West Coates,
Edinburgh,
EH12",http://www.rightmove.co.uk/properties/95922587,http://www.rightmove.co.uk/developer/branch/CALA-Homes/The-Crescent-at-Donaldsons-194423.html,EH12,2.0,2021-01-17 16:42:17.951429,"West Coates, West End, City of Edinburgh, Scotland, EH12 5JH, United Kingdom","(55.9464308, -3.2263032)",55.9464308,-3.2263032
18,850000.0,2 bedroom apartment for sale,"18/3 Donaldson Crescent, West End, Edinburgh, EH12 5FD",http://www.rightmove.co.uk/properties/76131324,http://www.rightmove.co.uk/estate-agents/agent/Truscott-Property/Edinburgh-68289.html,EH12,2.0,2021-01-17 16:42:17.951429,"Donaldson Crescent, West Coates, West End, City of Edinburgh, Scotland, EH12 5FD, United Kingdom","(55.9482994, -3.2254754)",55.9482994,-3.2254754
19,795000.0,4 bedroom duplex for sale,"19/1 South Learmonth Gardens, Edinburgh, EH4 1EZ",http://www.rightmove.co.uk/properties/98858762,http://www.rightmove.co.uk/estate-agents/agent/D-J-Alexander/Edinburgh-51311.html,EH4,4.0,2021-01-17 16:42:17.951429,"South Learmonth Gardens, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1PE, United Kingdom","(55.9563976, -3.2178786)",55.9563976,-3.2178786
20,760000.0,5 bedroom apartment for sale,"Claremont Crescent, Edinburgh, EH7",http://www.rightmove.co.uk/properties/87193528,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH7,5.0,2021-01-17 16:42:17.951429,"Claremont Crescent, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH7 4HX, United Kingdom","(55.9638435, -3.1916082)",55.9638435,-3.1916082
21,750000.0,4 bedroom terraced house for sale,"Dean Bank Lane, Edinburgh, EH3",http://www.rightmove.co.uk/properties/73996350,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH3,4.0,2021-01-17 16:42:17.951429,"Dean Bank Lane, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH3 5BY, United Kingdom","(55.9594522, -3.208128)",55.9594522,-3.208128
22,750000.0,3 bedroom maisonette for sale,"Ramsay Garden , Old Town, Edinburgh, EH1",http://www.rightmove.co.uk/properties/90680408,http://www.rightmove.co.uk/estate-agents/agent/Belvoir-Sales/Edinburgh-194357.html,EH1,3.0,2021-01-17 16:42:17.951429,"Ramsay Garden, Old Town, City of Edinburgh, Scotland, EH1 2NA, United Kingdom","(55.9493532, -3.1961391)",55.9493532,-3.1961391
23,725000.0,3 bedroom flat for sale,"Drummond Place, Edinburgh, EH3",http://www.rightmove.co.uk/properties/74514456,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH3,3.0,2021-01-17 16:42:17.951429,"Drummond Place, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6PN, United Kingdom","(55.9587604, -3.1966277)",55.9587604,-3.1966277
24,695000.0,2 bedroom flat for sale,"3b Ramsay Garden, Old Town, EH1 2NA",http://www.rightmove.co.uk/properties/84953659,http://www.rightmove.co.uk/estate-agents/agent/Cullertons/Edinburgh-170039.html,EH1,2.0,2021-01-17 16:42:17.951429,"3B, Ramsay Garden, Old Town, City of Edinburgh, Scotland, EH1 2NA, United Kingdom","(55.9493451, -3.1963852)",55.9493451,-3.1963852
25,695000.0,3 bedroom apartment for sale,"India Street, Edinburgh",http://www.rightmove.co.uk/properties/77056956,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"India Street, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 6HJ, United Kingdom","(55.9562708, -3.2060335)",55.9562708,-3.2060335
26,1675000.0,5 bedroom terraced house for sale,"Saxe Coburg Place, Stockbridge, Edinburgh EH3",http://www.rightmove.co.uk/properties/77208675,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH3,5.0,2021-01-17 16:42:17.951429,"Saxe-Coburg Place, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH3 5BR, United Kingdom","(55.9608141, -3.2090728)",55.9608141,-3.2090728
27,685000.0,3 bedroom flat for sale,"Grosvenor Crescent, Edinburgh, EH12",http://www.rightmove.co.uk/properties/75223155,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH12,3.0,2021-01-17 16:42:17.951429,"Grosvenor Crescent, Haymarket, West End, City of Edinburgh, Scotland, EH12 5EE, United Kingdom","(55.947022, -3.2196234)",55.947022,-3.2196234
28,675000.0,3 bedroom terraced house for sale,"Dublin Street Lane South, Edinburgh",http://www.rightmove.co.uk/properties/85359133,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Dublin Street Lane South, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH1 3PX, United Kingdom","(55.956668, -3.191561)",55.956668,-3.191561
29,675000.0,5 bedroom apartment for sale,"Frederick Street, Edinburgh",http://www.rightmove.co.uk/properties/84929527,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,5.0,2021-01-17 16:42:17.951429,"Frederick Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 1EY, United Kingdom","(55.9531537, -3.2004921)",55.9531537,-3.2004921
30,675000.0,2 bedroom flat for sale,"Ramsay Garden, Edinburgh, EH1",http://www.rightmove.co.uk/properties/99916583,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH1,2.0,2021-01-17 16:42:17.951429,"Ramsay Garden, Old Town, City of Edinburgh, Scotland, EH1 2NA, United Kingdom","(55.9493532, -3.1961391)",55.9493532,-3.1961391
31,620000.0,2 bedroom apartment for sale,"Doune Terrace, Edinburgh",http://www.rightmove.co.uk/properties/86904805,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Doune Terrace, Moray Feu, New Town/Broughton, City of Edinburgh, Scotland, EH3 6DY, United Kingdom","(55.9561703, -3.208572)",55.9561703,-3.208572
32,600000.0,2 bedroom flat for sale,"8/5 Simpson Loan, Edinburgh, EH3 9GS",http://www.rightmove.co.uk/properties/101087462,http://www.rightmove.co.uk/estate-agents/agent/D-J-Alexander/Edinburgh-51311.html,EH3,2.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
33,600000.0,1 bedroom flat for sale,"Melville Street, Edinburgh, EH3",http://www.rightmove.co.uk/properties/93891056,http://www.rightmove.co.uk/estate-agents/agent/Macgregor-Property-Limited/Edinburgh-223406.html,EH3,1.0,2021-01-17 16:42:17.951429,"Melville Street, Haymarket, West End, City of Edinburgh, Scotland, EH3 7HA, United Kingdom","(55.9503472, -3.2122974)",55.9503472,-3.2122974
34,595000.0,3 bedroom flat for sale,"18/2 Manor Place, West End, EH3 7DS",http://www.rightmove.co.uk/properties/81232015,http://www.rightmove.co.uk/estate-agents/agent/Cullertons/Edinburgh-170039.html,EH3,3.0,2021-01-17 16:42:17.951429,"Manor Place, Dean Village, West End, City of Edinburgh, Scotland, EH3 7RF, United Kingdom","(55.9494345, -3.2164305)",55.9494345,-3.2164305
35,595000.0,3 bedroom apartment for sale,"Glengyle Terrace, Edinburgh",http://www.rightmove.co.uk/properties/85574485,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Glengyle Terrace, Lauriston, Tollcross, City of Edinburgh, Scotland, EH3 9LN, United Kingdom","(55.9408088, -3.2032162)",55.9408088,-3.2032162
36,595000.0,2 bedroom apartment for sale,"Great King Street, Edinburgh",http://www.rightmove.co.uk/properties/86165128,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Great King Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH3 6QR, United Kingdom","(55.9578533, -3.1993623)",55.9578533,-3.1993623
37,575000.0,3 bedroom flat for sale,"15/1 Hart Street, New Town, EH1 3RN",http://www.rightmove.co.uk/properties/98984885,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH1,3.0,2021-01-17 16:42:17.951429,"15, Hart Street, Napanoch, Wawarsing, Town of Wawarsing, Ulster County, New York, 12458, United States","(41.74489286461686, -74.36975973132508)",41.74489286461686,-74.36975973132508
38,565000.0,2 bedroom apartment for sale,"Grosvenor Crescent, Edinburgh",http://www.rightmove.co.uk/properties/85386343,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Grosvenor Crescent, Haymarket, West End, City of Edinburgh, Scotland, EH12 5EP, United Kingdom","(55.9478831, -3.2185259)",55.9478831,-3.2185259
39,560000.0,2 bedroom flat for sale,"Lansdowne Crescent, West End, Edinburgh, EH12",http://www.rightmove.co.uk/properties/87128344,http://www.rightmove.co.uk/estate-agents/agent/Lindsays/Edinburgh-29595.html,EH12,2.0,2021-01-17 16:42:17.951429,"Lansdowne Crescent, Haymarket, West End, City of Edinburgh, Scotland, EH12 5EH, United Kingdom","(55.9473698, -3.218163)",55.9473698,-3.218163
40,550000.0,1 bedroom apartment for sale,"Melville Street, Edinburgh, EH3",http://www.rightmove.co.uk/properties/99026906,http://www.rightmove.co.uk/estate-agents/agent/Macgregor-Property-Limited/Edinburgh-223406.html,EH3,1.0,2021-01-17 16:42:17.951429,"Melville Street, Haymarket, West End, City of Edinburgh, Scotland, EH3 7HA, United Kingdom","(55.9503472, -3.2122974)",55.9503472,-3.2122974
41,550000.0,2 bedroom flat for sale,"George Street, Edinburgh, EH2",http://www.rightmove.co.uk/properties/93681260,http://www.rightmove.co.uk/estate-agents/agent/Macgregor-Property-Limited/Edinburgh-223406.html,EH2,2.0,2021-01-17 16:42:17.951429,"George Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 2AF, United Kingdom","(55.9539816, -3.1941005)",55.9539816,-3.1941005
42,550000.0,3 bedroom apartment for sale,"Doune Terrace, Edinburgh",http://www.rightmove.co.uk/properties/86347420,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Doune Terrace, Moray Feu, New Town/Broughton, City of Edinburgh, Scotland, EH3 6DY, United Kingdom","(55.9561703, -3.208572)",55.9561703,-3.208572
43,550000.0,2 bedroom apartment for sale,"Union Street, Edinburgh, EH1 ",http://www.rightmove.co.uk/properties/73179669,http://www.rightmove.co.uk/estate-agents/agent/Aitchisons-Property-Centre/BERWICK-UPON-TWEED-15106.html,EH1,2.0,2021-01-17 16:42:17.951429,"Union Street, Gayfield, New Town/Broughton, City of Edinburgh, Scotland, EH1 3LR, United Kingdom","(55.9583316, -3.186521)",55.9583316,-3.186521
44,550000.0,2 bedroom flat for sale,"King's Stables Road, Edinburgh, EH1",http://www.rightmove.co.uk/properties/76508400,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH1,2.0,2021-01-17 16:42:17.951429,"King's Stables Road, Haymarket, West End, City of Edinburgh, Scotland, EH1 2EU, United Kingdom","(55.9488645, -3.2055262)",55.9488645,-3.2055262
45,550000.0,1 bedroom flat for sale,"Melville Street, Edinburgh, EH3",http://www.rightmove.co.uk/properties/99022148,http://www.rightmove.co.uk/estate-agents/agent/Macgregor-Property-Limited/Edinburgh-223406.html,EH3,1.0,2021-01-17 16:42:17.951429,"Melville Street, Haymarket, West End, City of Edinburgh, Scotland, EH3 7HA, United Kingdom","(55.9503472, -3.2122974)",55.9503472,-3.2122974
46,525000.0,3 bedroom apartment for sale,"40.6 Henderson Row, New Town, Edinburgh, EH3",http://www.rightmove.co.uk/properties/84512161,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH3,3.0,2021-01-17 16:42:17.951429,"Henderson Row, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DH, United Kingdom","(55.9602171, -3.2035877)",55.9602171,-3.2035877
47,525000.0,2 bedroom apartment for sale,"Simpson Loan, Edinburgh",http://www.rightmove.co.uk/properties/86460559,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
48,519000.0,1 bedroom apartment for sale,"West Coates,
Edinburgh,
EH12",http://www.rightmove.co.uk/properties/94823615,http://www.rightmove.co.uk/developer/branch/CALA-Homes/The-Crescent-at-Donaldsons-194423.html,EH12,1.0,2021-01-17 16:42:17.951429,"West Coates, West End, City of Edinburgh, Scotland, EH12 5JH, United Kingdom","(55.9464308, -3.2263032)",55.9464308,-3.2263032
49,510000.0,4 bedroom apartment for sale,"48/4 London Street, New Town, Edinburgh, EH3",http://www.rightmove.co.uk/properties/84984724,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH3,4.0,2021-01-17 16:42:17.951429,"London Street, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6LX, United Kingdom","(55.959156, -3.1916912)",55.959156,-3.1916912
50,500000.0,3 bedroom apartment for sale,"Douglas Crescent, Edinburgh",http://www.rightmove.co.uk/properties/84851635,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Douglas Crescent, Dean Village, West End, City of Edinburgh, Scotland, EH12 5BB, United Kingdom","(55.9492754, -3.2216443)",55.9492754,-3.2216443
51,500000.0,3 bedroom flat for sale,"3/6 Cambridge Street, Edinburgh, EH1 2DY",http://www.rightmove.co.uk/properties/96689234,http://www.rightmove.co.uk/estate-agents/agent/Ralph-Hendrie-Legal/Edinburgh-210887.html,EH1,3.0,2021-01-17 16:42:17.951429,"Cambridge Street, Lauriston, Tollcross, City of Edinburgh, Scotland, EH1 2DY, United Kingdom","(55.9476819, -3.205224)",55.9476819,-3.205224
52,499995.0,2 bedroom ground floor flat for sale,"46/1 North Castle Street, New Town, Edinburgh, EH2 3BN",http://www.rightmove.co.uk/properties/85865398,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH2,2.0,2021-01-17 16:42:17.951429,"North Castle Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 3LJ, United Kingdom","(55.9531827, -3.2038957)",55.9531827,-3.2038957
53,495000.0,3 bedroom flat for sale,"23/5 Eyre Crescent, New Town,  Edinburgh, EH3 5EU",http://www.rightmove.co.uk/properties/87594619,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH3,3.0,2021-01-17 16:42:17.951429,"Eyre Crescent, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5EU, United Kingdom","(55.9616051, -3.1994404)",55.9616051,-3.1994404
54,495000.0,2 bedroom apartment for sale,"Union Street, Edinburgh, EH1 ",http://www.rightmove.co.uk/properties/72500406,http://www.rightmove.co.uk/estate-agents/agent/Aitchisons-Property-Centre/BERWICK-UPON-TWEED-15106.html,EH1,2.0,2021-01-17 16:42:17.951429,"Union Street, Gayfield, New Town/Broughton, City of Edinburgh, Scotland, EH1 3LR, United Kingdom","(55.9583316, -3.186521)",55.9583316,-3.186521
55,485000.0,1 bedroom flat for sale,"Albyn Place, Edinburgh, EH2",http://www.rightmove.co.uk/properties/77056410,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH2,1.0,2021-01-17 16:42:17.951429,"Albyn Place, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH2 4NF, United Kingdom","(55.9533584, -3.207438)",55.9533584,-3.207438
56,480000.0,3 bedroom flat for sale,"8/1 Montgomery Street, Edinburgh, EH7 5JS",http://www.rightmove.co.uk/properties/84914902,http://www.rightmove.co.uk/estate-agents/agent/Connor-Malcolm/Edinburgh-179594.html,EH7,3.0,2021-01-17 16:42:17.951429,"Montgomery Street, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 5JS, United Kingdom","(55.9592999, -3.1830542)",55.9592999,-3.1830542
57,475000.0,2 bedroom ground maisonette for sale,"99/1 Henderson Row, Edinburgh EH3 5BB",http://www.rightmove.co.uk/properties/90012476,http://www.rightmove.co.uk/estate-agents/agent/Ralph-Hendrie-Legal/Edinburgh-210887.html,EH3,2.0,2021-01-17 16:42:17.951429,"Henderson Row, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DH, United Kingdom","(55.9602171, -3.2035877)",55.9602171,-3.2035877
58,475000.0,2 bedroom flat for sale,"7/2 South Charlotte Street, New Town, EH2 4AN",http://www.rightmove.co.uk/properties/101858837,http://www.rightmove.co.uk/estate-agents/agent/Deans-Properties/Newington-128743.html,EH2,2.0,2021-01-17 16:42:17.951429,"South Charlotte Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 4AN, United Kingdom","(55.9505798, -3.2058933)",55.9505798,-3.2058933
59,465000.0,2 bedroom apartment for sale,"Windsor Street Lane, Hillside, Edinburgh, EH7",http://www.rightmove.co.uk/properties/74690676,http://www.rightmove.co.uk/estate-agents/agent/Keller-Williams-Evolve/Scotland-209498.html,EH7,2.0,2021-01-17 16:42:17.951429,"Windsor Street Lane, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 5JY, United Kingdom","(55.9590543, -3.180843)",55.9590543,-3.180843
60,465000.0,3 bedroom apartment for sale,"Brandon Street, Edinburgh",http://www.rightmove.co.uk/properties/88331173,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,3.0,2021-01-17 16:42:17.951429,"Brandon Street, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5EF, United Kingdom","(55.960705, -3.2011048)",55.960705,-3.2011048
61,455000.0,2 bedroom flat for sale,"Simpson Loan, Edinburgh, EH3",http://www.rightmove.co.uk/properties/96029771,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH3,2.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9FL, United Kingdom","(55.9432477, -3.1970586)",55.9432477,-3.1970586
62,450000.0,3 bedroom apartment for sale,"Royal Crescent, Flat 5, New Town, Edinburgh, EH3 6QA",http://www.rightmove.co.uk/properties/85766575,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Edinburgh-150686.html,EH3,3.0,2021-01-17 16:42:17.951429,"Royal Crescent, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6QA, United Kingdom","(55.9596457, -3.1969413)",55.9596457,-3.1969413
63,450000.0,3 bedroom flat for sale,"Shandwick Place, Edinburgh",http://www.rightmove.co.uk/properties/86390677,http://www.rightmove.co.uk/estate-agents/agent/Strutt-and-Parker/Edinburgh-44318.html,,3.0,2021-01-17 16:42:17.951429,"Shandwick Place, Haymarket, West End, City of Edinburgh, Scotland, EH3 7AU, United Kingdom","(55.9489478, -3.2108757)",55.9489478,-3.2108757
64,450000.0,3 bedroom apartment for sale,"Alva Street, West End, Edinburgh, EH2",http://www.rightmove.co.uk/properties/86667313,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH2,3.0,2021-01-17 16:42:17.951429,"Alva Street, Haymarket, West End, City of Edinburgh, Scotland, EH2 4PH, United Kingdom","(55.9506588, -3.2099084)",55.9506588,-3.2099084
65,445000.0,2 bedroom apartment for sale,"Fettes Row, New Town, Edinburgh, EH3",http://www.rightmove.co.uk/properties/87233585,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,2.0,2021-01-17 16:42:17.951429,"Fettes Row, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH3 6SF, United Kingdom","(55.9596352, -3.1983179)",55.9596352,-3.1983179
